path_image,path_subtimage,exist_subtimage,image,unit,tile,date,time,filter,exptime,path_ex_cat,path_ex_psf,path_final_cat,path_sub_cat,run_status,error_msg,path_sci_cat,path_subt_cat,exist_sci_cat,exist_subt_cat,n_original_sci,n_selected_sci,n_original_sub,n_selected_sub
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241129_015135_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241129_015135_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241129_015135_m525_300.com.fits,7DT03,T00175,20241129,15135,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241129_015135_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241129_015135_m525_300.com.subt.final.cat,True,True,2466,1193,300,47
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241130_015230_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241130_015230_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241130_015230_m525_300.com.fits,7DT03,T00175,20241130,15230,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241130_015230_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241130_015230_m525_300.com.subt.final.cat,True,True,2364,1196,234,43
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241202_015437_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241202_015437_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241202_015437_m525_300.com.fits,7DT03,T00175,20241202,15437,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241202_015437_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241202_015437_m525_300.com.subt.final.cat,True,True,2232,1217,210,50
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241203_015527_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241203_015527_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241203_015527_m525_300.com.fits,7DT03,T00175,20241203,15527,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241203_015527_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241203_015527_m525_300.com.subt.final.cat,True,True,2187,1196,181,44
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241204_015755_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241204_015755_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241204_015755_m525_300.com.fits,7DT03,T00175,20241204,15755,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241204_015755_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241204_015755_m525_300.com.subt.final.cat,True,True,2345,1197,217,51
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241205_052632_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241205_052632_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241205_052632_m525_300.com.fits,7DT03,T00175,20241205,52632,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241205_052632_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241205_052632_m525_300.com.subt.final.cat,True,True,1801,1184,196,45
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241207_054119_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241207_054119_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241207_054119_m525_300.com.fits,7DT03,T00175,20241207,54119,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241207_054119_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241207_054119_m525_300.com.subt.final.cat,True,True,2165,1164,207,50
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241208_020015_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241208_020015_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241208_020015_m525_300.com.fits,7DT03,T00175,20241208,20015,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241208_020015_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241208_020015_m525_300.com.subt.final.cat,True,True,1642,1177,138,50
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241209_023611_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241209_023611_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241209_023611_m525_300.com.fits,7DT03,T00175,20241209,23611,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241209_023611_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241209_023611_m525_300.com.subt.final.cat,True,True,1632,1177,154,51
/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241210_020148_m525_300.com.fits,/data/data1/processed_1x1_gain2750/T00175/7DT03/m525/calib_7DT03_T00175_20241210_020148_m525_300.com.subt.fits,True,calib_7DT03_T00175_20241210_020148_m525_300.com.fits,7DT03,T00175,20241210,20148,m525,300,/,/,/,/,S,,../data/raw/T00175/sci/calib_7DT03_T00175_20241210_020148_m525_300.com.final.cat,../data/raw/T00175/sub/calib_7DT03_T00175_20241210_020148_m525_300.com.subt.final.cat,True,True,1678,1163,172,38
